# STYX MC file
# NOTE that here the units are already mm and not ns!
# Module Layer Straw Radius Status
# (-Index slope position)
Event 	1
1	1	16	2.02774	4
1	2	15	45.2744	4
1	3	16	40.7277	4
2	1	14	15.6435	2
2	2	13	30.0128	2
2	3	14	58.5131	2
3	1	12	26.4728	4
3	2	11	19.8952	4
3	3	11	61.2224	4
Event 	21
1	1	11	1.68409	2
1	1	19	1.66341	4
1	1	27	2.12388	4
1	1	48	2.92898	4
1	1	57	3.23949	4
1	1	72	2.39754	4
1	1	85	3.41781	4
1	2	11	0.306826	4
1	2	45	3.43128	4
1	2	57	3.65863	4
1	2	65	1.09502	2
1	2	81	1.47698	4
1	3	52	2.22398	4
1	3	72	1.50652	4
1	3	75	1.05471	4
2	1	53	2.48356	4
2	2	7	2.83614	4
2	2	8	3.5934	2
2	2	18	3.74027	2
2	2	63	0.301527	4
2	3	8	0.0282881	4
2	3	41	1.86865	2
3	1	21	2.80386	4
3	1	35	2.31559	4
3	1	47	2.24102	2
3	1	83	1.36707	4
3	2	1	1.15713	2
3	2	14	1.98454	4
3	2	20	0.0260056	4
3	2	24	2.45949	2
3	2	46	3.57602	2
3	2	63	0.184129	4
3	2	86	2.6432	4
3	2	88	1.68381	4
3	3	3	2.51668	4
3	3	23	1.74554	2
3	3	37	3.45493	2
3	3	50	0.975567	4
3	3	84	3.106	4
-1	-0.767412	166.326
1	1	23	40.4886	4
1	2	21	46.0589	4
1	2	22	58.0585	4
1	3	21	30.8241	4
2	1	14	35.367	2
2	2	13	19.5571	2
2	3	13	-2.67768	4
3	1	6	28.0098	2
3	2	5	9.87791	4
3	3	5	8.57692	4
-2	0.201507	568.107
1	1	74	33.05	4
1	2	73	54.7983	4
1	3	74	14.625	4
2	1	76	10.4876	2
2	2	76	51.0248	2
2	3	76	36.0118	2
3	1	78	5.96289	4
3	2	78	36.3628	4
3	3	78	50.5967	4
-3	0.276233	171.96
1	1	22	57.6888	4
1	2	22	26.2775	4
1	3	23	9.36551	4
2	1	25	54.7117	2
2	2	25	23.8922	2
2	3	26	12.5177	4
3	1	28	42.9746	4
3	2	28	11.3403	4
3	3	29	24.8123	4
